,id,read_rate,from_domain_hash,Domain_extension,day,campaign_size,unique_user_cnt,avg_domain_read_rate,avg_domain_inbox_rate,avg_user_avg_read_rate,avg_user_domain_avg_read_rate,mb_superuser,mb_engper,mb_supersub,mb_engsec,mb_inper,mb_insec,mb_unengsec,mb_idlesub,Discretized_Read_Rate
57447,57448,0.0,94bd04f23f1e4d18cc728f0ec5597472,br,Thurs,14.0,14.0,0.081700549,0.5658081389999999,0.0027309770000000003,0.002235761,0.0,0.5,0.0,0.071428571,0.28571428600000004,0.071428571,0.071428571,0.0,1
57458,57459,0.7222222220000001,50cd1a9a183758039b0841aa738c3f0b,com,Tues,18.0,12.0,0.26360952,0.5492744979999999,0.13979356699999998,0.5362924370000001,0.222222222,0.27777777800000003,0.333333333,0.166666667,0.0,0.0,0.0,0.0,13
57463,57464,0.0234375,636ae4d78ec2b46248fc59ac1ad737df,com,Tues,128.0,70.0,0.047170067,0.9210837629999999,0.045855281,0.03598062,0.0390625,0.0859375,0.09375,0.125,0.0,0.40625,0.25,0.0,1
57469,57470,0.098039216,636ae4d78ec2b46248fc59ac1ad737df,com,Mon,51.0,17.0,0.047170067,0.9210837629999999,0.051970249,0.028092107,0.039215686,0.098039216,0.0,0.078431373,0.0,0.68627451,0.098039216,0.0,3
57471,57472,0.0,ea5ddf3148ee6dad41c76e96cb00e1a9,com,Sat,11.0,11.0,0.21218786399999998,0.61564894,0.08404949800000001,0.166595931,0.181818182,0.181818182,0.090909091,0.181818182,0.0,0.181818182,0.181818182,0.0,1
57475,57476,0.0625,50cd1a9a183758039b0841aa738c3f0b,com,Fri,16.0,16.0,0.26360952,0.5492744979999999,0.07666445200000001,0.055540437000000005,0.0625,0.3125,0.3125,0.0,0.0,0.125,0.1875,0.0,2
57481,57482,0.045454545,f74d39fa044aa309eaea14b9f57fe79c,com,Mon,22.0,22.0,0.19130118,0.687118735,0.078448024,0.055088479,0.045454545,0.772727273,0.0,0.045454545,0.13636363599999998,0.0,0.0,0.0,2
57482,57483,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Fri,13.0,4.0,0.047170067,0.9210837629999999,0.0006203469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.846153846,0.153846154,0.0,1
57490,57491,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Mon,19.0,19.0,0.06157230599999999,0.232202866,0.011120095,0.000511341,0.052631579000000005,0.6315789470000001,0.052631579000000005,0.052631579000000005,0.0,0.15789473699999998,0.052631579000000005,0.0,1
57494,57495,0.090909091,50cd1a9a183758039b0841aa738c3f0b,com,Mon,11.0,11.0,0.26360952,0.5492744979999999,0.03600794,0.06819726,0.0,0.636363636,0.0,0.0,0.181818182,0.090909091,0.090909091,0.0,3
57496,57497,0.08,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,25.0,25.0,0.19130118,0.687118735,0.039094169,0.038347557000000004,0.0,0.32,0.2,0.08,0.08,0.2,0.12,0.0,3
57498,57499,0.047619048,636ae4d78ec2b46248fc59ac1ad737df,com,Wed,42.0,42.0,0.047170067,0.9210837629999999,0.025834392,0.03622073,0.0,0.11904761900000001,0.14285714300000002,0.14285714300000002,0.0,0.333333333,0.261904762,0.0,2
57500,57501,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,12.0,11.0,0.06157230599999999,0.232202866,0.005538278000000001,0.003494433,0.0,0.333333333,0.25,0.0,0.0,0.333333333,0.083333333,0.0,1
57503,57504,0.083333333,50cd1a9a183758039b0841aa738c3f0b,com,Fri,12.0,12.0,0.26360952,0.5492744979999999,0.055163317,0.034154925,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,3
57506,57507,0.21052631600000002,636ae4d78ec2b46248fc59ac1ad737df,com,Sun,19.0,19.0,0.047170067,0.9210837629999999,0.090026486,0.186495367,0.10526315800000001,0.10526315800000001,0.263157895,0.31578947399999996,0.0,0.10526315800000001,0.10526315800000001,0.0,6
57525,57526,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Mon,20.0,20.0,0.06157230599999999,0.232202866,0.015381711000000001,0.006045443,0.0,0.35,0.2,0.1,0.2,0.15,0.0,0.0,1
57527,57528,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Thurs,81.0,45.0,0.047170067,0.9210837629999999,0.035185537,0.010605626000000002,0.0,0.148148148,0.037037037,0.333333333,0.037037037,0.222222222,0.222222222,0.0,1
57530,57531,0.0,ac8c449342925cb29673c91ee480ff03,com,Tues,14.0,14.0,0.045656805,0.940961587,0.031219607000000003,0.0044047620000000004,0.0,0.214285714,0.14285714300000002,0.071428571,0.0,0.214285714,0.35714285700000004,0.0,1
57558,57559,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,15.0,15.0,0.26360952,0.5492744979999999,0.037545765,0.033149038,0.0,0.46666666700000003,0.2,0.066666667,0.0,0.133333333,0.133333333,0.0,1
57564,57565,0.0,ee551dd21adbfdc84fd8228d515b0c46,com,Sat,31.0,27.0,0.003954422,0.18116724899999997,0.003956526,0.0005332280000000001,0.032258065,0.290322581,0.193548387,0.032258065,0.161290323,0.193548387,0.09677419400000001,0.0,1
57577,57578,0.032608696,636ae4d78ec2b46248fc59ac1ad737df,com,Sun,92.0,92.0,0.047170067,0.9210837629999999,0.062673446,0.029260209,0.054347825999999995,0.21739130399999998,0.054347825999999995,0.141304348,0.0,0.304347826,0.22826087,0.0,1
57581,57582,0.0,c2187194a3d46b5d1f67bf3b47c9a817,com,Tues,40.0,40.0,0.007354271999999999,0.018527876000000002,0.045405738,0.0,0.05,0.15,0.325,0.125,0.0,0.2,0.15,0.0,1
57585,57586,0.04395604400000001,50c88fb92cb4fbea6103e6080fba9229,com,Tues,91.0,1.0,0.085995715,0.85700118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
57588,57589,0.033333333,50c88fb92cb4fbea6103e6080fba9229,com,Wed,30.0,1.0,0.085995715,0.85700118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
57602,57603,0.033187773,14dd5266c70789bdc806364df4586335,com,Fri,1145.0,267.0,0.08705457800000001,0.93233696,0.035934039,0.03744324,0.041921397,0.076855895,0.11790393,0.106550218,0.0,0.3930131,0.26375545899999997,0.0,1
57609,57610,0.0,984627b36cb13aedfae7734539d55178,com,Fri,22.0,3.0,0.084249738,0.916337133,0.017424911,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
57617,57618,1.0,94bd04f23f1e4d18cc728f0ec5597472,br,Mon,13.0,9.0,0.081700549,0.5658081389999999,0.266700907,0.82710151,0.307692308,0.307692308,0.076923077,0.307692308,0.0,0.0,0.0,0.0,14
57621,57622,0.0,bee0e4f8475167f214c574068558aaf8,com,Sat,18.0,18.0,0.0034840759999999996,0.008354312,0.051681742,0.0,0.111111111,0.27777777800000003,0.27777777800000003,0.222222222,0.0,0.111111111,0.0,0.0,1
57625,57626,0.068965517,636ae4d78ec2b46248fc59ac1ad737df,com,Sat,29.0,29.0,0.047170067,0.9210837629999999,0.028284233,0.036148614,0.0,0.137931034,0.24137931,0.10344827599999999,0.0,0.344827586,0.172413793,0.0,2
57629,57630,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Mon,43.0,41.0,0.06157230599999999,0.232202866,0.031127414,0.016371355,0.0,0.302325581,0.27906976699999997,0.139534884,0.0,0.139534884,0.139534884,0.0,1
57636,57637,0.076923077,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,13.0,13.0,0.19130118,0.687118735,0.048273764000000004,0.05321758099999999,0.076923077,0.46153846200000004,0.076923077,0.0,0.23076923100000002,0.076923077,0.076923077,0.0,2
57637,57638,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,15.0,15.0,0.06157230599999999,0.232202866,0.005106806,0.00012196200000000001,0.0,0.46666666700000003,0.066666667,0.066666667,0.2,0.066666667,0.133333333,0.0,1
57640,57641,0.181818182,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,11.0,11.0,0.19130118,0.687118735,0.20383564899999998,0.361756397,0.181818182,0.636363636,0.181818182,0.0,0.0,0.0,0.0,0.0,5
57645,57646,0.346153846,5e16703db26e5154b60889bf72a4705f,com,Tues,26.0,13.0,0.160534665,0.86763858,0.306849665,0.40576863399999996,0.384615385,0.538461538,0.0,0.0,0.0,0.076923077,0.0,0.0,9
57652,57653,0.0,bdc6afb4e270be5e7b3954caf0818a7d,br,Fri,284.0,284.0,0.003141268,0.7616823220000001,0.004728626,0.0041519420000000005,0.007067138000000001,0.371024735,0.010600707,0.010600707,0.021201413,0.554770318,0.021201413,0.0035335690000000003,1
57660,57661,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Fri,13.0,13.0,0.0065792690000000004,0.008477369,0.052334900999999996,0.0,0.0,0.23076923100000002,0.384615385,0.307692308,0.0,0.0,0.076923077,0.0,1
57661,57662,0.0,bdc6afb4e270be5e7b3954caf0818a7d,br,Wed,255.0,255.0,0.003141268,0.7616823220000001,0.002568395,0.001980936,0.0,0.317647059,0.015686275,0.015686275,0.023529412000000003,0.607843137,0.015686275,0.003921569000000001,1
57672,57673,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Fri,17.0,2.0,0.047170067,0.9210837629999999,0.0068058369999999995,0.001543925,0.0,0.0,0.0,0.588235294,0.0,0.0,0.41176470600000004,0.0,1
57673,57674,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Fri,42.0,42.0,0.26360952,0.5492744979999999,0.06476977099999999,0.109313484,0.14285714300000002,0.071428571,0.47619047600000003,0.14285714300000002,0.0,0.14285714300000002,0.023809524,0.0,1
57688,57689,0.035714286,636ae4d78ec2b46248fc59ac1ad737df,com,Tues,28.0,27.0,0.047170067,0.9210837629999999,0.085172038,0.062989773,0.107142857,0.214285714,0.214285714,0.28571428600000004,0.0,0.107142857,0.071428571,0.0,1
57707,57708,0.0,e1976412c99d92571455a21278518202,com,Sun,15.0,15.0,0.003751117,0.009085842,0.03619869,0.0,0.066666667,0.066666667,0.46666666700000003,0.066666667,0.0,0.133333333,0.2,0.0,1
57708,57709,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,13.0,4.0,0.19130118,0.687118735,0.031235002999999997,0.02312551,0.0,0.692307692,0.0,0.0,0.307692308,0.0,0.0,0.0,1
57709,57710,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,15.0,15.0,0.26360952,0.5492744979999999,0.003572338,0.003244129,0.0,0.333333333,0.133333333,0.0,0.0,0.4,0.133333333,0.0,1
57712,57713,0.214285714,12c8e292a46c0529663cd963419e4645,com,Mon,56.0,1.0,0.23820561699999998,0.950475066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
57724,57725,0.878378378,a255758a8f152772b366900f6a2c3c2f,com,Wed,74.0,58.0,0.085190238,0.26708929600000003,0.333527399,0.692125346,0.43243243200000003,0.27027027,0.148648649,0.121621622,0.0,0.013513513999999999,0.013513513999999999,0.0,13
57725,57726,0.011235955,50cd1a9a183758039b0841aa738c3f0b,com,Fri,89.0,89.0,0.26360952,0.5492744979999999,0.063845792,0.15675693,0.08988764,0.224719101,0.325842697,0.13483146099999999,0.0,0.08988764,0.13483146099999999,0.0,1
57733,57734,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,22.0,22.0,0.19130118,0.687118735,0.019644764,0.016356398,0.0,0.181818182,0.090909091,0.090909091,0.045454545,0.22727272699999998,0.363636364,0.0,1
57735,57736,0.036144578,e07a80f519243c832d2417232f9aefd5,com,Sun,83.0,80.0,0.059955579,0.7667590609999999,0.05885438,0.056058077000000005,0.072289157,0.16867469899999998,0.180722892,0.26506024100000003,0.0,0.156626506,0.144578313,0.012048193,1
57739,57740,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,19.0,18.0,0.26360952,0.5492744979999999,0.099337997,0.09559686099999999,0.0,0.31578947399999996,0.42105263200000004,0.15789473699999998,0.0,0.0,0.10526315800000001,0.0,1
57742,57743,0.0,86d0399a308ae0a71efbff96df087dc4,com,Fri,24.0,24.0,0.046684483,0.20985432,0.004418949,0.004464286,0.0,0.041666667000000004,0.083333333,0.166666667,0.0,0.583333333,0.125,0.0,1
57753,57754,0.00130719,bdc6afb4e270be5e7b3954caf0818a7d,br,Wed,765.0,268.0,0.003141268,0.7616823220000001,0.0027540209999999997,0.0021193229999999998,0.003921569000000001,0.335947712,0.013071895,0.015686275,0.024836601,0.585620915,0.018300654,0.002614379,1
57762,57763,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Sat,19.0,19.0,0.06157230599999999,0.232202866,0.020079061999999998,0.000524411,0.052631579000000005,0.21052631600000002,0.052631579000000005,0.052631579000000005,0.0,0.473684211,0.15789473699999998,0.0,1
57763,57764,0.090909091,4a4788c1dfc396b1f86355b274cc26b3,com,Wed,11.0,11.0,0.040927693,0.9687306990000001,0.027226632999999997,0.070038759,0.0,0.090909091,0.181818182,0.272727273,0.0,0.272727273,0.181818182,0.0,3
57775,57776,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Mon,13.0,8.0,0.19130118,0.687118735,0.102462267,0.091449213,0.307692308,0.076923077,0.384615385,0.076923077,0.0,0.0,0.153846154,0.0,1
57785,57786,0.10588235300000001,653166773dc88127bd3afe0b6dfe5ea7,com,Sat,85.0,61.0,0.10629337900000001,0.9068445070000001,0.066794446,0.056961434000000005,0.023529412000000003,0.376470588,0.352941176,0.035294118,0.0,0.141176471,0.058823529000000006,0.011764706000000002,3
57787,57788,0.3125,a255758a8f152772b366900f6a2c3c2f,com,Sun,16.0,14.0,0.085190238,0.26708929600000003,0.155346556,0.1875,0.25,0.125,0.125,0.375,0.0,0.0,0.125,0.0,8
57798,57799,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,22.0,22.0,0.06157230599999999,0.232202866,0.039864448,0.042303932999999995,0.045454545,0.22727272699999998,0.181818182,0.090909091,0.0,0.363636364,0.090909091,0.0,1
57808,57809,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,12.0,12.0,0.06157230599999999,0.232202866,0.004261533,0.000272331,0.0,0.25,0.083333333,0.25,0.083333333,0.083333333,0.166666667,0.083333333,1
57817,57818,0.017699115,ba62868a138f50e3bbd445c6ac1874e6,com,Thurs,113.0,113.0,0.003780012,0.008709778,0.055889568,0.013061607,0.09734513300000001,0.10619469,0.30088495600000004,0.132743363,0.0,0.230088496,0.132743363,0.0,1
57818,57819,0.176470588,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,34.0,16.0,0.19130118,0.687118735,0.14314375599999998,0.227664898,0.147058824,0.5,0.20588235300000002,0.0,0.147058824,0.0,0.0,0.0,5
57819,57820,0.0,4e3952afe12e51f0095f38ac0f5b4561,net,Mon,23.0,23.0,0.0054475159999999995,0.018167403000000002,0.10096219,0.026086957,0.17391304300000002,0.347826087,0.130434783,0.17391304300000002,0.0,0.130434783,0.043478261,0.0,1
57829,57830,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,46.0,18.0,0.26360952,0.5492744979999999,0.000972903,0.000782609,0.0,0.41304347799999996,0.065217391,0.0,0.456521739,0.065217391,0.0,0.0,1
57838,57839,0.0,fa16258a704b53824171b0cea264b56c,com,Sun,12.0,11.0,0.079839146,0.923301193,0.047891745,0.007307735,0.0,0.166666667,0.583333333,0.0,0.0,0.166666667,0.083333333,0.0,1
57840,57841,0.07006369400000001,86d0399a308ae0a71efbff96df087dc4,com,Sun,157.0,157.0,0.046684483,0.20985432,0.074737305,0.066817638,0.01910828,0.318471338,0.33757961799999997,0.22292993600000002,0.012738853999999999,0.031847134,0.057324840999999994,0.0,2
57852,57853,0.0,6fdbb56d34c37686995e7032c23b8fd8,org,Fri,11.0,11.0,0.057740063,0.963496937,0.032252207000000005,0.0,0.0,0.181818182,0.181818182,0.363636364,0.090909091,0.181818182,0.0,0.0,1
57853,57854,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Mon,35.0,35.0,0.06157230599999999,0.232202866,0.016369771,0.002269728,0.058823529000000006,0.294117647,0.235294118,0.088235294,0.058823529000000006,0.147058824,0.117647059,0.0,1
57855,57856,0.15,50cd1a9a183758039b0841aa738c3f0b,com,Fri,20.0,20.0,0.26360952,0.5492744979999999,0.060333604000000006,0.072020915,0.05,0.6,0.05,0.1,0.1,0.05,0.05,0.0,4
57862,57863,0.057142857000000005,984627b36cb13aedfae7734539d55178,com,Tues,35.0,1.0,0.084249738,0.916337133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
57867,57868,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Wed,101.0,99.0,0.26360952,0.5492744979999999,0.02827258,0.022253176,0.01980198,0.168316832,0.158415842,0.267326733,0.0,0.0,0.386138614,0.0,1
57873,57874,0.008695652,636ae4d78ec2b46248fc59ac1ad737df,com,Fri,115.0,97.0,0.047170067,0.9210837629999999,0.012007088,0.010060626,0.008695652,0.086956522,0.026086957,0.069565217,0.0,0.539130435,0.26956521699999997,0.0,1
57875,57876,0.272727273,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,22.0,20.0,0.19130118,0.687118735,0.091202892,0.201489193,0.10526315800000001,0.36842105299999994,0.10526315800000001,0.263157895,0.0,0.10526315800000001,0.052631579000000005,0.0,7
57882,57883,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Sun,20.0,20.0,0.0065792690000000004,0.008477369,0.098496136,0.0,0.25,0.2,0.05,0.3,0.0,0.15,0.05,0.0,1
57886,57887,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,14.0,14.0,0.06157230599999999,0.232202866,0.012280718999999999,0.001744342,0.14285714300000002,0.14285714300000002,0.071428571,0.214285714,0.071428571,0.214285714,0.14285714300000002,0.0,1
57888,57889,0.115384615,f54db463750940e0e7f7630fe327845e,com,Fri,26.0,26.0,0.145559324,0.954745878,0.1396351,0.141515875,0.076923077,0.46153846200000004,0.269230769,0.115384615,0.0,0.038461537999999997,0.038461537999999997,0.0,3
57893,57894,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Sun,41.0,41.0,0.06157230599999999,0.232202866,0.004446834,5.7499999999999995e-05,0.0,0.17073170699999998,0.19512195100000002,0.073170732,0.073170732,0.26829268300000003,0.219512195,0.0,1
57897,57898,0.043478261,50cd1a9a183758039b0841aa738c3f0b,com,Wed,23.0,23.0,0.26360952,0.5492744979999999,0.047822832999999995,0.049096772000000004,0.0,0.608695652,0.043478261,0.17391304300000002,0.086956522,0.043478261,0.043478261,0.0,2
57898,57899,0.447236181,f74d39fa044aa309eaea14b9f57fe79c,com,Mon,199.0,143.0,0.19130118,0.687118735,0.21522979600000003,0.37571360200000004,0.246231156,0.522613065,0.050251255999999994,0.065326633,0.020100503,0.035175879,0.060301508,0.0,12
57901,57902,0.0625,6fdbb56d34c37686995e7032c23b8fd8,org,Mon,16.0,16.0,0.057740063,0.963496937,0.076015817,0.10908794699999999,0.0625,0.1875,0.1875,0.1875,0.125,0.0625,0.125,0.0625,2
57903,57904,0.0,f54db463750940e0e7f7630fe327845e,com,Tues,14.0,14.0,0.145559324,0.954745878,0.063643095,0.026062936000000002,0.0,0.28571428600000004,0.428571429,0.214285714,0.0,0.0,0.071428571,0.0,1
57908,57909,0.833333333,f74d39fa044aa309eaea14b9f57fe79c,com,Sat,18.0,15.0,0.19130118,0.687118735,0.308540263,0.7268764759999999,0.444444444,0.5,0.055555556,0.0,0.0,0.0,0.0,0.0,13
57910,57911,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,15.0,15.0,0.06157230599999999,0.232202866,0.003922274,7.66e-06,0.0,0.26666666699999997,0.26666666699999997,0.133333333,0.066666667,0.2,0.066666667,0.0,1
57911,57912,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Fri,11.0,4.0,0.047170067,0.9210837629999999,0.005252525,0.006916996,0.0,0.0,0.090909091,0.0,0.0,0.181818182,0.727272727,0.0,1
57920,57921,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,16.0,16.0,0.26360952,0.5492744979999999,0.007909431,0.0034809520000000003,0.0,0.333333333,0.26666666699999997,0.066666667,0.0,0.333333333,0.0,0.0,1
57924,57925,0.583333333,50cd1a9a183758039b0841aa738c3f0b,com,Wed,12.0,12.0,0.26360952,0.5492744979999999,0.27260927100000004,0.570666902,0.333333333,0.583333333,0.0,0.0,0.0,0.0,0.083333333,0.0,13
57932,57933,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Tues,32.0,32.0,0.06157230599999999,0.232202866,0.015680637,0.0018799079999999998,0.0625,0.28125,0.125,0.03125,0.03125,0.28125,0.1875,0.0,1
57939,57940,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Fri,13.0,13.0,0.047170067,0.9210837629999999,0.01679878,0.007692308,0.0,0.076923077,0.0,0.076923077,0.0,0.615384615,0.23076923100000002,0.0,1
57941,57942,0.071428571,653166773dc88127bd3afe0b6dfe5ea7,com,Wed,14.0,14.0,0.10629337900000001,0.9068445070000001,0.034053601,0.011244466000000002,0.071428571,0.214285714,0.428571429,0.071428571,0.0,0.071428571,0.14285714300000002,0.0,2
57948,57949,0.317784257,f74d39fa044aa309eaea14b9f57fe79c,com,Mon,343.0,310.0,0.19130118,0.687118735,0.159767722,0.265751558,0.20116618100000003,0.282798834,0.204081633,0.148688047,0.0058309040000000005,0.078717201,0.078717201,0.0,8
57951,57952,0.055555556,94bd04f23f1e4d18cc728f0ec5597472,br,Mon,18.0,18.0,0.081700549,0.5658081389999999,0.001329758,0.0012556569999999999,0.0,0.222222222,0.0,0.111111111,0.444444444,0.166666667,0.055555556,0.0,2
57959,57960,0.03030303,fa16258a704b53824171b0cea264b56c,com,Mon,33.0,30.0,0.079839146,0.923301193,0.073722734,0.081690992,0.090909091,0.12121212099999999,0.393939394,0.181818182,0.0,0.060606060999999996,0.151515152,0.0,1
57960,57961,1.0,94bd04f23f1e4d18cc728f0ec5597472,br,Mon,13.0,8.0,0.081700549,0.5658081389999999,0.252350659,0.726446142,0.153846154,0.692307692,0.0,0.153846154,0.0,0.0,0.0,0.0,14
57961,57962,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,20.0,20.0,0.06157230599999999,0.232202866,0.009690869,0.001749664,0.0,0.35,0.15,0.1,0.05,0.25,0.1,0.0,1
57971,57972,0.071428571,a847b22576d8152dfce301bc5c182f60,tw,Thurs,14.0,11.0,0.013559776,0.7762290340000001,0.009416843000000001,0.003964425,0.0,0.0,0.14285714300000002,0.5,0.0,0.214285714,0.14285714300000002,0.0,2
57972,57973,0.107142857,0252a5ffa24bdc602d7942cce259375f,com,Fri,28.0,28.0,0.041873424,0.9185307420000001,0.023751837,0.00932125,0.0,0.071428571,0.035714286,0.35714285700000004,0.0,0.428571429,0.107142857,0.0,3
57982,57983,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,17.0,17.0,0.26360952,0.5492744979999999,0.021088105,0.008900405,0.0,0.470588235,0.058823529000000006,0.117647059,0.117647059,0.235294118,0.0,0.0,1
57990,57991,0.015873016,50cd1a9a183758039b0841aa738c3f0b,com,Mon,189.0,187.0,0.26360952,0.5492744979999999,0.070381154,0.09552762199999999,0.122994652,0.213903743,0.331550802,0.13903743300000002,0.0,0.101604278,0.090909091,0.0,1
57992,57993,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Wed,12.0,12.0,0.06157230599999999,0.232202866,0.016438262,0.000275736,0.083333333,0.083333333,0.166666667,0.166666667,0.0,0.166666667,0.333333333,0.0,1
57998,57999,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sat,33.0,33.0,0.26360952,0.5492744979999999,0.0027351059999999997,0.004724021,0.0,0.333333333,0.151515152,0.12121212099999999,0.03030303,0.24242424199999998,0.12121212099999999,0.0,1
57999,58000,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sat,12.0,11.0,0.19130118,0.687118735,0.049438891,0.09356060599999999,0.0,0.333333333,0.083333333,0.166666667,0.0,0.333333333,0.083333333,0.0,1
58008,58009,0.503207698,d30663cb0bed60805ad3ae4ebbad217b,com,Mon,2494.0,2053.0,0.06157230599999999,0.232202866,0.223839175,0.394759057,0.252407705,0.511235955,0.069020867,0.07102728700000001,0.02929374,0.032905297,0.032102728999999997,0.002006421,13
58035,58036,0.032258065,7905d1c4e12c54933a44d19fcd5f9356,com,Fri,31.0,31.0,0.124551761,0.961180255,0.10868648,0.100782014,0.161290323,0.193548387,0.193548387,0.129032258,0.0,0.258064516,0.064516129,0.0,1
58036,58037,0.0,8066470e27f62ff74b75b31bd5ee4d54,uk,Sun,16.0,16.0,0.303511439,0.669174299,0.048818680999999996,0.001874354,0.125,0.75,0.0625,0.0,0.0625,0.0,0.0,0.0,1
58038,58039,0.014705882,ea5ddf3148ee6dad41c76e96cb00e1a9,com,Sun,68.0,2.0,0.21218786399999998,0.61564894,0.30933567,0.45980392200000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58041,58042,0.260869565,bbc0e935e6607f1a01afa92af397101e,com,Tues,23.0,1.0,0.181316688,0.964078202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
58045,58046,0.0,94bd04f23f1e4d18cc728f0ec5597472,br,Mon,25.0,25.0,0.081700549,0.5658081389999999,0.006053516,0.006604155,0.0,0.333333333,0.0,0.083333333,0.333333333,0.125,0.125,0.0,1
58048,58049,0.0,2174b8f4d1179610379fd4fb1822b9ff,com,Tues,13.0,13.0,0.006598712,0.009859723,0.032175805,0.0,0.0,0.153846154,0.23076923100000002,0.307692308,0.0,0.076923077,0.23076923100000002,0.0,1
58060,58061,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Wed,23.0,23.0,0.06157230599999999,0.232202866,0.021288283999999998,0.019067324,0.0,0.304347826,0.086956522,0.130434783,0.0,0.304347826,0.17391304300000002,0.0,1
58067,58068,0.0,1339b732b01396e9b84c9b938912e648,com,Tues,22.0,22.0,0.010786822,0.012665817,0.043509127,0.0,0.090909091,0.363636364,0.13636363599999998,0.181818182,0.0,0.13636363599999998,0.090909091,0.0,1
58080,58081,0.064102564,636ae4d78ec2b46248fc59ac1ad737df,com,Sun,702.0,702.0,0.047170067,0.9210837629999999,0.059825582,0.055920027000000004,0.06419400900000001,0.11412268199999999,0.15263908699999998,0.14978602,0.002853067,0.319543509,0.196861626,0.0,2
58085,58086,0.0,111a493ad14bbb5744efc44baa54cfbd,com,Mon,14.0,14.0,0.003462057,0.008349011,0.032518376,0.0,0.0,0.14285714300000002,0.14285714300000002,0.14285714300000002,0.0,0.14285714300000002,0.428571429,0.0,1
58096,58097,0.134615385,f54db463750940e0e7f7630fe327845e,com,Wed,156.0,124.0,0.145559324,0.954745878,0.16482701800000002,0.143661839,0.161290323,0.438709677,0.283870968,0.04516129,0.019354839,0.019354839,0.032258065,0.0,4
58098,58099,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,45.0,45.0,0.19130118,0.687118735,0.017827796,0.007585883000000001,0.04444444400000001,0.088888889,0.066666667,0.222222222,0.022222222000000003,0.288888889,0.26666666699999997,0.0,1
58101,58102,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,21.0,21.0,0.19130118,0.687118735,0.04897576,0.02657505,0.0,0.380952381,0.047619048,0.095238095,0.14285714300000002,0.14285714300000002,0.19047619,0.0,1
58102,58103,0.0,86d0399a308ae0a71efbff96df087dc4,com,Fri,15.0,15.0,0.046684483,0.20985432,0.061994694,0.038983856000000004,0.0,0.26666666699999997,0.46666666700000003,0.133333333,0.0,0.133333333,0.0,0.0,1
